Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Type,Mana Cost,Colors,Color Identity,Oracle Text,Commander Legal,Pauper Legal,CMC,Image URL
Idol of False Gods,mh3,Modern Horizons 3,210,normal,uncommon,1,,d5e1ff6d-190a-497f-89c3-35e0979c93b5,0.0,False,False,near_mint,en,USD,Kindred Artifact — Eldrazi,{2},,,"{1}{C}, {T}: Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""
Whenever another Eldrazi you control dies, put a +1/+1 counter on this artifact.
As long as this artifact has eight or more +1/+1 counters on it, it's a 0/0 creature in addition to its other types and it has annihilator 2.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/d/5/d5e1ff6d-190a-497f-89c3-35e0979c93b5.jpg?1717012902
Idol of False Gods,mh3,Modern Horizons 3,210,normal,uncommon,2,,d5e1ff6d-190a-497f-89c3-35e0979c93b5,0.0,False,False,near_mint,en,USD,Kindred Artifact — Eldrazi,{2},,,"{1}{C}, {T}: Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""
Whenever another Eldrazi you control dies, put a +1/+1 counter on this artifact.
As long as this artifact has eight or more +1/+1 counters on it, it's a 0/0 creature in addition to its other types and it has annihilator 2.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/d/5/d5e1ff6d-190a-497f-89c3-35e0979c93b5.jpg?1717012902
Idol of the Deep King // Sovereign's Macuahuitl,lci,The Lost Caverns of Ixalan,155,normal,common,1,,d1d8d8ef-c8b2-4e7c-89e4-b381dff20584,0.0,False,False,near_mint,en,USD,Artifact // Artifact — Equipment,,,R,,legal,legal,3.0,https://cards.scryfall.io/normal/front/d/1/d1d8d8ef-c8b2-4e7c-89e4-b381dff20584.jpg?1699044303
Impossible Inferno,dsk,Duskmourn: House of Horror,140,normal,common,1,,a35248f9-9a4e-4758-a4c1-0e0c83e3fd75,0.0,False,False,near_mint,en,USD,Instant,{4}{R},R,R,"Impossible Inferno deals 6 damage to target creature.
Delirium — If there are four or more card types among cards in your graveyard, exile the top card of your library. You may play it until the end of your next turn.",legal,legal,5.0,https://cards.scryfall.io/normal/front/a/3/a35248f9-9a4e-4758-a4c1-0e0c83e3fd75.jpg?1726286368
Impounding Lot-Bot,unf,Unfinity,14,normal,common,1,,b7a8cbef-e95c-4bc0-9043-8a18e02385cb,0.0,False,False,near_mint,en,USD,Artifact Creature — Robot,{3}{W},W,W,"When this creature enters, you may say ""INCARCERATE!"" in a robot voice. If you do, exile another target artifact or enchantment until this creature leaves the battlefield.",not_legal,not_legal,4.0,https://cards.scryfall.io/normal/front/b/7/b7a8cbef-e95c-4bc0-9043-8a18e02385cb.jpg?1673913160
Indebted Spirit,mh3,Modern Horizons 3,31,normal,uncommon,2,,bfdbef00-bc1b-4dd6-aef5-aeb5ce454344,0.0,False,False,near_mint,en,USD,Enchantment Creature — Spirit,{W},W,W,"Bestow {2}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Afterlife 1 (When this permanent is put into a graveyard from the battlefield, create a 1/1 white and black Spirit creature token with flying.)
Enchanted creature gets +1/+1 and has afterlife 1.",legal,not_legal,1.0,https://cards.scryfall.io/normal/front/b/f/bfdbef00-bc1b-4dd6-aef5-aeb5ce454344.jpg?1717011449
Indebted Spirit,mh3,Modern Horizons 3,31,normal,uncommon,3,,bfdbef00-bc1b-4dd6-aef5-aeb5ce454344,0.0,False,False,near_mint,en,USD,Enchantment Creature — Spirit,{W},W,W,"Bestow {2}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Afterlife 1 (When this permanent is put into a graveyard from the battlefield, create a 1/1 white and black Spirit creature token with flying.)
Enchanted creature gets +1/+1 and has afterlife 1.",legal,not_legal,1.0,https://cards.scryfall.io/normal/front/b/f/bfdbef00-bc1b-4dd6-aef5-aeb5ce454344.jpg?1717011449
Infernal Captor,mh3,Modern Horizons 3,125,normal,common,6,,6b30243d-511b-47b8-bbed-0395d3de903d,0.0,False,False,near_mint,en,USD,Creature — Devil Rogue,{3}{R},R,R,"Exploit (When this creature enters, you may sacrifice a creature.)
When this creature exploits a creature, gain control of target artifact or creature until end of turn. Untap that permanent. It gains haste until end of turn.",legal,legal,4.0,https://cards.scryfall.io/normal/front/6/b/6b30243d-511b-47b8-bbed-0395d3de903d.jpg?1717012209
Information Booth,unf,Unfinity,218b,normal,uncommon,1,,dcb7aed1-99e8-494c-9bc5-c483d0577f91,0.0,False,False,near_mint,en,USD,Artifact — Attraction,,,,Visit — Draw a card.,legal,not_legal,0.0,https://cards.scryfall.io/normal/front/d/c/dcb7aed1-99e8-494c-9bc5-c483d0577f91.jpg?1673915796
Infuriate,sta,Strixhaven Mystical Archive,41,normal,uncommon,1,,71a5dfad-c8b4-46cc-9a06-73d23b269df8,0.0,False,False,near_mint,en,USD,Instant,{R},R,R,Target creature gets +3/+2 until end of turn.,legal,legal,1.0,https://cards.scryfall.io/normal/front/7/1/71a5dfad-c8b4-46cc-9a06-73d23b269df8.jpg?1623890369
Inherited Envelope,ltr,The Lord of the Rings: Tales of Middle-earth,693,normal,common,1,,53336c6d-8222-4f1f-8953-6f734ffd897f,0.0,False,False,near_mint,en,USD,Artifact,{3},,,"When this artifact enters, the Ring tempts you.
{T}: Add one mana of any color.",legal,legal,3.0,https://cards.scryfall.io/normal/front/5/3/53336c6d-8222-4f1f-8953-6f734ffd897f.jpg?1695447633
Innocuous Rat,dsk,Duskmourn: House of Horror,103,normal,common,2,,94edbbc5-5673-4753-bfad-4432c4b7dca4,0.0,False,False,near_mint,en,USD,Creature — Rat,{1}{B},B,B,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/9/4/94edbbc5-5673-4753-bfad-4432c4b7dca4.jpg?1726286232
Inquisitive Glimmer,dsk,Duskmourn: House of Horror,217,normal,uncommon,1,,f1f66e3e-9f1f-4601-aa30-30b66805a5a8,0.0,False,False,near_mint,en,USD,Enchantment Creature — Fox Glimmer,{W}{U},"U, W","U, W","Enchantment spells you cast cost {1} less to cast.
Unlock costs you pay cost {1} less.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/f/1/f1f66e3e-9f1f-4601-aa30-30b66805a5a8.jpg?1726286675
Innocuous Rat,dsk,Duskmourn: House of Horror,103,normal,common,1,,94edbbc5-5673-4753-bfad-4432c4b7dca4,0.0,False,False,near_mint,en,USD,Creature — Rat,{1}{B},B,B,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/9/4/94edbbc5-5673-4753-bfad-4432c4b7dca4.jpg?1726286232
Inspiring Leader,clb,Commander Legends: Battle for Baldur's Gate,28,normal,uncommon,2,,fc6eb9f3-0f7b-4623-806e-5e604a05d470,0.0,False,False,near_mint,en,USD,Legendary Enchantment — Background,{2}{W},W,W,"Commander creatures you own have ""Creature tokens you control get +2/+2.""",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/f/c/fc6eb9f3-0f7b-4623-806e-5e604a05d470.jpg?1674135130
Inspiring Paladin,fdn,Foundations,18,normal,common,1,,0763be06-25b2-4d6b-ab33-a1af85aeb443,0.0,False,False,near_mint,en,USD,Creature — Human Knight,{2}{W},W,W,"During your turn, this creature has first strike. (It deals combat damage before creatures without first strike.)
During your turn, creatures you control with +1/+1 counters on them have first strike.",legal,legal,3.0,https://cards.scryfall.io/normal/front/0/7/0763be06-25b2-4d6b-ab33-a1af85aeb443.jpg?1730488653
Insufferable Balladeer,clb,Commander Legends: Battle for Baldur's Gate,184,normal,common,1,,0c7f401e-1403-49f8-a39e-1eed05b41c34,0.0,False,False,near_mint,en,USD,Creature — Dwarf Bard,{1}{R},R,R,"Vicious Mockery — When this creature enters, target creature an opponent controls can't block this turn. Goad it. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/0/c/0c7f401e-1403-49f8-a39e-1eed05b41c34.jpg?1674136636
Intrepid Trufflesnout // Go Hog Wild,woe,Wilds of Eldraine,320,normal,uncommon,1,,4224747e-1dbc-4a29-b5da-5916d8ca2768,0.0,False,False,near_mint,en,USD,Creature — Boar // Instant — Adventure,{1}{G} // {1}{G},G,G,,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/4/2/4224747e-1dbc-4a29-b5da-5916d8ca2768.jpg?1692940624
Introduction to Annihilation,stx,Strixhaven: School of Mages,3,normal,common,1,,b0bc4682-bcaf-4f51-be0b-9f2851a16e3b,0.0,False,False,near_mint,en,USD,Sorcery — Lesson,{5},,,Exile target nonland permanent. Its controller draws a card.,legal,legal,5.0,https://cards.scryfall.io/normal/front/b/0/b0bc4682-bcaf-4f51-be0b-9f2851a16e3b.jpg?1637082326
Intruding Soulrager,dsk,Duskmourn: House of Horror,218,normal,uncommon,1,,adffc298-0219-4807-ab05-d94460e767bc,0.0,False,False,near_mint,en,USD,Creature — Spirit,{U}{R},"R, U","R, U","Vigilance
{T}, Sacrifice a Room: This creature deals 2 damage to each opponent. Draw a card.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/a/d/adffc298-0219-4807-ab05-d94460e767bc.jpg?1726286682
Intrusive Packbeast,plst,The List,GRN-17,normal,common,1,,54aa25ea-7903-48d7-9c3f-412f54753fce,0.0,False,False,near_mint,en,USD,Creature — Beast,{4}{W},W,W,"Vigilance
When this creature enters, tap up to two target creatures your opponents control.",legal,legal,5.0,https://cards.scryfall.io/normal/front/5/4/54aa25ea-7903-48d7-9c3f-412f54753fce.jpg?1573505725
Invasion of Azgol // Ashen Reaper,mom,March of the Machine,232,normal,uncommon,1,,ae2e1244-f05b-45f9-8afc-59f190524798,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Zombie Elemental,,,"B, R",,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/a/e/ae2e1244-f05b-45f9-8afc-59f190524798.jpg?1739651051
Invasion of Dominaria // Serra Faithkeeper,mom,March of the Machine,21,normal,uncommon,1,,7e784d3d-0c6d-4ce5-beb5-edd2adb32385,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Angel,,,W,,legal,not_legal,3.0,https://cards.scryfall.io/normal/front/7/e/7e784d3d-0c6d-4ce5-beb5-edd2adb32385.jpg?1682715224
Invasion of Eldraine // Prickle Faeries,mom,March of the Machine,113,normal,uncommon,1,,92f5b177-b0c6-4573-b860-f75dad1941bd,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Faerie,,,B,,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/9/2/92f5b177-b0c6-4573-b860-f75dad1941bd.jpg?1739655031
Invasion of Ergamon // Truga Cliffcharger,mom,March of the Machine,233,normal,uncommon,1,,b3e0fc49-f765-4bd1-a2b9-23e703388b50,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Rhino,,,"G, R",,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/b/3/b3e0fc49-f765-4bd1-a2b9-23e703388b50.jpg?1739663416
"Invasion of Kaladesh // Aetherwing, Golden-Scale Flagship",mom,March of the Machine,234,normal,uncommon,2,,4f7231f6-8adc-4a68-9984-e56b974c087b,0.0,False,False,near_mint,en,USD,Battle — Siege // Legendary Artifact — Vehicle,,,"R, U",,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/4/f/4f7231f6-8adc-4a68-9984-e56b974c087b.jpg?1739662269
Invasion of Kamigawa // Rooftop Saboteurs,mom,March of the Machine,62,normal,uncommon,1,,3140320d-b932-441f-bff3-9bdf4419b88a,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Moonfolk Ninja,,,U,,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/3/1/3140320d-b932-441f-bff3-9bdf4419b88a.jpg?1739655980
Invasion of Karsus // Refraction Elemental,mom,March of the Machine,146,normal,rare,1,,776b8951-cf15-47ff-b36f-f47706eddb6f,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Elemental,,,R,,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/7/7/776b8951-cf15-47ff-b36f-f47706eddb6f.jpg?1739654435
Invasion of Kamigawa // Rooftop Saboteurs,mom,March of the Machine,62,normal,uncommon,1,,3140320d-b932-441f-bff3-9bdf4419b88a,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Moonfolk Ninja,,,U,,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/3/1/3140320d-b932-441f-bff3-9bdf4419b88a.jpg?1739655980
Invasion of Kylem // Valor's Reach Tag Team,mom,March of the Machine,235,normal,uncommon,1,,a7ac3a39-b6a6-4647-bb6e-e82057704f8b,0.0,False,False,near_mint,en,USD,Battle — Siege // Sorcery,,,"R, W",,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/a/7/a7ac3a39-b6a6-4647-bb6e-e82057704f8b.jpg?1739663447
Invasion of Lorwyn // Winnowing Forces,mom,March of the Machine,236,normal,uncommon,2,,93f623da-616e-4067-9ea8-5dfbeef8ce0b,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Elf Warrior,,,"B, G",,legal,not_legal,6.0,https://cards.scryfall.io/normal/front/9/3/93f623da-616e-4067-9ea8-5dfbeef8ce0b.jpg?1739662609
Invasion of Mercadia // Kyren Flamewright,mom,March of the Machine,147,normal,uncommon,1,,407d6723-bf58-403e-b2ac-ba52c51d356f,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Goblin Spellshaper,,,R,,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/4/0/407d6723-bf58-403e-b2ac-ba52c51d356f.jpg?1682715363
Invasion of Moag // Bloomwielder Dryads,mom,March of the Machine,237,normal,uncommon,1,,e454bf31-5aa0-4109-a3f5-c3f9cc838682,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Dryad,,,"G, W",,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/e/4/e454bf31-5aa0-4109-a3f5-c3f9cc838682.jpg?1682715370
Invasion of Muraganda // Primordial Plasm,mom,March of the Machine,192,normal,uncommon,2,,93345804-dda4-42a2-84d4-8fcd376dd2d4,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Ooze,,,G,,legal,not_legal,5.0,https://cards.scryfall.io/normal/front/9/3/93345804-dda4-42a2-84d4-8fcd376dd2d4.jpg?1682715376
Invasion of Moag // Bloomwielder Dryads,mom,March of the Machine,237,normal,uncommon,1,,e454bf31-5aa0-4109-a3f5-c3f9cc838682,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Dryad,,,"G, W",,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/e/4/e454bf31-5aa0-4109-a3f5-c3f9cc838682.jpg?1682715370
Invasion of New Capenna // Holy Frazzle-Cannon,mom,March of the Machine,238,normal,uncommon,1,,f5926c8e-8049-418e-9a84-f8558e5ba9d1,0.0,False,False,near_mint,en,USD,Battle — Siege // Artifact — Equipment,,,"B, W",,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/f/5/f5926c8e-8049-418e-9a84-f8558e5ba9d1.jpg?1682715382
Invasion of Pyrulea // Gargantuan Slabhorn,mom,March of the Machine,240,normal,uncommon,1,,50180fda-6d67-41e9-8b2b-2e7c5876b8ab,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Beast,,,"G, U",,legal,not_legal,2.0,https://cards.scryfall.io/normal/front/5/0/50180fda-6d67-41e9-8b2b-2e7c5876b8ab.jpg?1682715555
Invasion of Regatha // Disciples of the Inferno,mom,March of the Machine,148,normal,uncommon,1,,ada79e04-bb69-4c92-a829-014f02b1e06a,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Human Monk,,,R,,legal,not_legal,3.0,https://cards.scryfall.io/normal/front/a/d/ada79e04-bb69-4c92-a829-014f02b1e06a.jpg?1682715619
Invasion of Ulgrotha // Grandmother Ravi Sengir,mom,March of the Machine,116,normal,uncommon,1,,49ec5e00-22f4-486e-8e99-e950725f6fbc,0.0,False,False,near_mint,en,USD,Battle — Siege // Legendary Creature — Human Wizard,,,B,,legal,not_legal,5.0,https://cards.scryfall.io/normal/front/4/9/49ec5e00-22f4-486e-8e99-e950725f6fbc.jpg?1739663170
Invasion of Vryn // Overloaded Mage-Ring,mom,March of the Machine,64,normal,uncommon,1,,c0ef6737-8e85-42ca-8ee6-6a34f9462de3,0.0,False,False,near_mint,en,USD,Battle — Siege // Artifact,,,U,,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/c/0/c0ef6737-8e85-42ca-8ee6-6a34f9462de3.jpg?1739657380
Invasion of Xerex // Vertex Paladin,mom,March of the Machine,242,normal,uncommon,1,,6c8c9c33-569c-4b67-a18d-4cd0f18d01f4,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Angel Knight,,,"U, W",,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/6/c/6c8c9c33-569c-4b67-a18d-4cd0f18d01f4.jpg?1739660251
Invasion of Zendikar // Awakened Skyclave,mom,March of the Machine,194,normal,uncommon,2,,8fed056f-a8f5-41ec-a7d2-a80a238872d1,0.0,False,False,near_mint,en,USD,Battle — Siege // Creature — Elemental,,,G,,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/8/f/8fed056f-a8f5-41ec-a7d2-a80a238872d1.jpg?1739656250
Inventive Wingsmith,otj,Outlaws of Thunder Junction,17,normal,common,2,,b6b36bb3-dacc-44f6-adcd-2c2d65513d8c,0.0,False,False,near_mint,en,USD,Creature — Dwarf Artificer,{2}{W},W,W,"At the beginning of your end step, if you haven't cast a spell from your hand this turn and this creature doesn't have a flying counter on it, put a flying counter on it.",legal,legal,3.0,https://cards.scryfall.io/normal/front/b/6/b6b36bb3-dacc-44f6-adcd-2c2d65513d8c.jpg?1712355293
Inventor's Axe,mh3,Modern Horizons 3,126,normal,common,5,,3b2f918c-bd02-4a63-b4c2-ca204c77b208,0.0,False,False,near_mint,en,USD,Artifact — Equipment,{R},R,R,"Flash
When this Equipment enters, you get {E}{E} (two energy counters).
When this Equipment enters, attach it to target creature you control.
Equipped creature gets +2/+0.
Equip—Pay {E}{E}.",legal,legal,1.0,https://cards.scryfall.io/normal/front/3/b/3b2f918c-bd02-4a63-b4c2-ca204c77b208.jpg?1717012217
Inventive Wingsmith,otj,Outlaws of Thunder Junction,17,normal,common,1,,b6b36bb3-dacc-44f6-adcd-2c2d65513d8c,0.0,False,False,near_mint,en,USD,Creature — Dwarf Artificer,{2}{W},W,W,"At the beginning of your end step, if you haven't cast a spell from your hand this turn and this creature doesn't have a flying counter on it, put a flying counter on it.",legal,legal,3.0,https://cards.scryfall.io/normal/front/b/6/b6b36bb3-dacc-44f6-adcd-2c2d65513d8c.jpg?1712355293
Irascible Wolverine,otj,Outlaws of Thunder Junction,130,normal,common,2,,324c0af5-7cdf-4c71-84cc-6349f10e0d66,0.0,False,False,near_mint,en,USD,Creature — Wolverine,{2}{R},R,R,"When this creature enters, exile the top card of your library. Until end of turn, you may play that card.
Plot {2}{R} (You may pay {2}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,legal,3.0,https://cards.scryfall.io/normal/front/3/2/324c0af5-7cdf-4c71-84cc-6349f10e0d66.jpg?1712355780
Iron Mastiff,clb,Commander Legends: Battle for Baldur's Gate,317,normal,uncommon,1,,d9633151-d704-42a4-b1c6-66446bf48bee,0.0,False,False,near_mint,en,USD,Artifact Creature — Dog,{4},,,"Whenever this creature attacks, roll a d20 for each player being attacked and ignore all but the highest roll.
1—9 | This creature deals damage equal to its power to you.
10—19 | This creature deals damage equal to its power to defending player.
20 | This creature deals damage equal to its power to each opponent.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/d/9/d9633151-d704-42a4-b1c6-66446bf48bee.jpg?1674137871
