Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,type_line,mana_cost,colors,color_identity,oracle_text,legal_commander,legal_pauper
Invasion of Eldraine // Prickle Faeries,MOM,March of the Machine,113,normal,uncommon,1,81153,92f5b177-b0c6-4573-b860-f75dad1941bd,0.05,False,False,near_mint,en,USD,Battle — Siege // Creature — Faerie,,,B,,legal,not_legal
Invasion of Ergamon // Truga Cliffcharger,MOM,March of the Machine,233,foil,uncommon,1,81437,b3e0fc49-f765-4bd1-a2b9-23e703388b50,0.15,False,False,near_mint,en,USD,Battle — Siege // Creature — Rhino,,,"G, R",,legal,not_legal
"Invasion of Kaladesh // Aetherwing, Golden-Scale Flagship",MOM,March of the Machine,234,normal,uncommon,2,81075,4f7231f6-8adc-4a68-9984-e56b974c087b,0.06,False,False,near_mint,en,USD,Battle — Siege // Legendary Artifact — Vehicle,,,"R, U",,legal,not_legal
Invasion of Kamigawa // Rooftop Saboteurs,MOM,March of the Machine,62,foil,uncommon,1,81046,3140320d-b932-441f-bff3-9bdf4419b88a,0.1,False,False,near_mint,en,USD,Battle — Siege // Creature — Moonfolk Ninja,,,U,,legal,not_legal
Invasion of Karsus // Refraction Elemental,MOM,March of the Machine,146,normal,rare,1,81121,776b8951-cf15-47ff-b36f-f47706eddb6f,0.17,False,False,near_mint,en,USD,Battle — Siege // Creature — Elemental,,,R,,legal,not_legal
Invasion of Kamigawa // Rooftop Saboteurs,MOM,March of the Machine,62,normal,uncommon,1,81046,3140320d-b932-441f-bff3-9bdf4419b88a,0.06,False,False,near_mint,en,USD,Battle — Siege // Creature — Moonfolk Ninja,,,U,,legal,not_legal
Invasion of Kylem // Valor's Reach Tag Team,MOM,March of the Machine,235,normal,uncommon,1,81186,a7ac3a39-b6a6-4647-bb6e-e82057704f8b,0.05,False,False,near_mint,en,USD,Battle — Siege // Sorcery,,,"R, W",,legal,not_legal
Invasion of Lorwyn // Winnowing Forces,MOM,March of the Machine,236,normal,uncommon,2,81155,93f623da-616e-4067-9ea8-5dfbeef8ce0b,0.06,False,False,near_mint,en,USD,Battle — Siege // Creature — Elf Warrior,,,"B, G",,legal,not_legal
Invasion of Mercadia // Kyren Flamewright,MOM,March of the Machine,147,normal,uncommon,1,81055,407d6723-bf58-403e-b2ac-ba52c51d356f,0.08,False,False,near_mint,en,USD,Battle — Siege // Creature — Goblin Spellshaper,,,R,,legal,not_legal
Invasion of Moag // Bloomwielder Dryads,MOM,March of the Machine,237,foil,uncommon,1,81252,e454bf31-5aa0-4109-a3f5-c3f9cc838682,0.14,False,False,near_mint,en,USD,Battle — Siege // Creature — Dryad,,,"G, W",,legal,not_legal
Invasion of Muraganda // Primordial Plasm,MOM,March of the Machine,192,normal,uncommon,2,81154,93345804-dda4-42a2-84d4-8fcd376dd2d4,0.03,False,False,near_mint,en,USD,Battle — Siege // Creature — Ooze,,,G,,legal,not_legal
Invasion of Moag // Bloomwielder Dryads,MOM,March of the Machine,237,normal,uncommon,1,81252,e454bf31-5aa0-4109-a3f5-c3f9cc838682,0.05,False,False,near_mint,en,USD,Battle — Siege // Creature — Dryad,,,"G, W",,legal,not_legal
Invasion of New Capenna // Holy Frazzle-Cannon,MOM,March of the Machine,238,normal,uncommon,1,81278,f5926c8e-8049-418e-9a84-f8558e5ba9d1,0.14,False,False,near_mint,en,USD,Battle — Siege // Artifact — Equipment,,,"B, W",,legal,not_legal
Invasion of Pyrulea // Gargantuan Slabhorn,MOM,March of the Machine,240,normal,uncommon,1,81077,50180fda-6d67-41e9-8b2b-2e7c5876b8ab,0.03,False,False,near_mint,en,USD,Battle — Siege // Creature — Beast,,,"G, U",,legal,not_legal
Invasion of Regatha // Disciples of the Inferno,MOM,March of the Machine,148,normal,uncommon,1,81196,ada79e04-bb69-4c92-a829-014f02b1e06a,0.06,False,False,near_mint,en,USD,Battle — Siege // Creature — Human Monk,,,R,,legal,not_legal
Invasion of Ulgrotha // Grandmother Ravi Sengir,MOM,March of the Machine,116,normal,uncommon,1,81071,49ec5e00-22f4-486e-8e99-e950725f6fbc,0.08,False,False,near_mint,en,USD,Battle — Siege // Legendary Creature — Human Wizard,,,B,,legal,not_legal
Invasion of Vryn // Overloaded Mage-Ring,MOM,March of the Machine,64,normal,uncommon,1,81216,c0ef6737-8e85-42ca-8ee6-6a34f9462de3,0.09,False,False,near_mint,en,USD,Battle — Siege // Artifact,,,U,,legal,not_legal
Invasion of Xerex // Vertex Paladin,MOM,March of the Machine,242,normal,uncommon,1,81104,6c8c9c33-569c-4b67-a18d-4cd0f18d01f4,0.04,False,False,near_mint,en,USD,Battle — Siege // Creature — Angel Knight,,,"U, W",,legal,not_legal
Invasion of Zendikar // Awakened Skyclave,MOM,March of the Machine,194,normal,uncommon,2,81151,8fed056f-a8f5-41ec-a7d2-a80a238872d1,0.33,False,False,near_mint,en,USD,Battle — Siege // Creature — Elemental,,,G,,legal,not_legal
Inventive Wingsmith,OTJ,Outlaws of Thunder Junction,17,foil,common,2,93316,b6b36bb3-dacc-44f6-adcd-2c2d65513d8c,0.01,False,False,near_mint,en,USD,Creature — Dwarf Artificer,{2}{W},W,W,"At the beginning of your end step, if you haven't cast a spell from your hand this turn and this creature doesn't have a flying counter on it, put a flying counter on it.",legal,legal
Inventor's Axe,MH3,Modern Horizons 3,126,normal,common,5,94847,3b2f918c-bd02-4a63-b4c2-ca204c77b208,0.03,False,False,near_mint,en,USD,Artifact — Equipment,{R},R,R,"Flash
When this Equipment enters, you get {E}{E} (two energy counters).
When this Equipment enters, attach it to target creature you control.
Equipped creature gets +2/+0.
Equip—Pay {E}{E}.",legal,legal
Inventive Wingsmith,OTJ,Outlaws of Thunder Junction,17,normal,common,1,93316,b6b36bb3-dacc-44f6-adcd-2c2d65513d8c,0.05,False,False,near_mint,en,USD,Creature — Dwarf Artificer,{2}{W},W,W,"At the beginning of your end step, if you haven't cast a spell from your hand this turn and this creature doesn't have a flying counter on it, put a flying counter on it.",legal,legal
Irascible Wolverine,OTJ,Outlaws of Thunder Junction,130,foil,common,2,93112,324c0af5-7cdf-4c71-84cc-6349f10e0d66,0.04,False,False,near_mint,en,USD,Creature — Wolverine,{2}{R},R,R,"When this creature enters, exile the top card of your library. Until end of turn, you may play that card.
Plot {2}{R} (You may pay {2}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",legal,legal
Iron Mastiff,CLB,Commander Legends: Battle for Baldur's Gate,317,foil,uncommon,1,69325,d9633151-d704-42a4-b1c6-66446bf48bee,0.27,False,False,near_mint,en,USD,Artifact Creature — Dog,{4},,,"Whenever this creature attacks, roll a d20 for each player being attacked and ignore all but the highest roll.
1—9 | This creature deals damage equal to its power to you.
10—19 | This creature deals damage equal to its power to defending player.
20 | This creature deals damage equal to its power to each opponent.",legal,not_legal
Iron Verdict,KHM,Kaldheim,17,normal,common,1,56808,2fb38f5b-a2c2-4b06-8c9c-9615475a43e7,0.02,False,False,near_mint,en,USD,Instant,{2}{W},W,W,"Iron Verdict deals 5 damage to target tapped creature.
Foretell {W} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",legal,legal
Irreverent Gremlin,DSK,Duskmourn: House of Horror,142,foil,uncommon,1,98869,8da254f5-53f2-41d2-a4f0-a90b3dd6209c,0.07,False,False,near_mint,en,USD,Creature — Gremlin,{1}{R},R,R,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever another creature you control with power 2 or less enters, you may discard a card. If you do, draw a card. Do this only once each turn.",legal,not_legal
It That Heralds the End,MH3,Modern Horizons 3,385,normal,uncommon,1,91789,ebca489d-a1e3-4a39-8c83-c2836ee0a240,0.41,False,False,near_mint,en,USD,Creature — Eldrazi Drone,{1}{C},,,"Colorless spells you cast with mana value 7 or greater cost {1} less to cast.
Other colorless creatures you control get +1/+1.",legal,not_legal
It That Heralds the End,MH3,Modern Horizons 3,9,normal,uncommon,3,91780,c8c47679-0fac-466f-be3c-794f23576e55,0.27,False,False,near_mint,en,USD,Creature — Eldrazi Drone,{1}{C},,,"Colorless spells you cast with mana value 7 or greater cost {1} less to cast.
Other colorless creatures you control get +1/+1.",legal,not_legal
Inspired Inventor,MH3,Modern Horizons 3,32,normal,common,7,94869,9143fc7c-f4eb-4f06-97b9-f912237a055f,0.01,False,False,near_mint,en,USD,Creature — Human Artificer,{2}{W},W,W,"When this creature enters, choose one —
• You get {E}{E}{E} (three energy counters).
• Put a +1/+1 counter on target creature.
• Create a 1/1 colorless Servo artifact creature token.",legal,legal
Izzet Generatorium,MH3,Modern Horizons 3,191,normal,uncommon,1,94609,c6d9537d-c6b9-46ef-834b-87750d79f1ae,0.09,False,False,near_mint,en,USD,Artifact,{U}{R},"R, U","R, U","If you would get one or more {E} (energy counters), you get that many plus one {E} instead.
{T}: Draw a card. Activate only if you've paid or lost four or more {E} this turn.",legal,not_legal
Izzet Guildmage,RVR,Ravnica Remastered,191,foil,uncommon,1,89678,5058ac2d-7b16-4b1c-acdd-e328bc5adc1a,0.09,False,False,near_mint,en,USD,Creature — Human Wizard,{U/R}{U/R},"R, U","R, U","({U/R} can be paid with either {U} or {R}.)
{2}{U}: Copy target instant spell you control with mana value 2 or less. You may choose new targets for the copy.
{2}{R}: Copy target sorcery spell you control with mana value 2 or less. You may choose new targets for the copy.",legal,not_legal
Jaya's Greeting,WAR,War of the Spark,136,normal,common,1,44268,ec66f169-5cf9-4d7c-a5ab-c64fc4801358,0.07,False,False,near_mint,en,USD,Instant,{1}{R},R,R,Jaya's Greeting deals 3 damage to target creature. Scry 1.,legal,legal
"Jem Lightfoote, Sky Explorer",OTJ,Outlaws of Thunder Junction,209,foil,uncommon,1,93385,e24fe6dc-662a-4abc-ad60-a1959b2be006,0.09,False,False,near_mint,en,USD,Legendary Creature — Human Scout,{2}{W}{U},"U, W","U, W","Flying, vigilance
At the beginning of your end step, if you haven't cast a spell from your hand this turn, draw a card.",legal,not_legal
Johann's Stopgap,WOE,Wilds of Eldraine,58,foil,common,1,85337,31408397-36f5-479f-b822-fa97411b7872,0.07,False,False,near_mint,en,USD,Sorcery,{3}{U},U,U,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
This spell costs {2} less to cast if it's bargained.
Return target nonland permanent to its owner's hand. Draw a card.",legal,legal
"Johann, Apprentice Sorcerer",WOE,Wilds of Eldraine,207,normal,uncommon,1,85681,b88a762d-19ed-451d-a3a9-b3e7eea40f67,0.07,False,False,near_mint,en,USD,Legendary Creature — Human Wizard,{2}{U}{R},"R, U","R, U","You may look at the top card of your library any time.
Once each turn, you may cast an instant or sorcery spell from the top of your library. (You still pay its costs. Timing rules still apply.)",legal,not_legal
Join the Dead,LCI,The Lost Caverns of Ixalan,110,normal,common,1,88827,b5bf6c25-a7d7-40b6-aa19-f852d348967f,0.03,False,False,near_mint,en,USD,Instant,{1}{B}{B},B,B,"Target creature gets -5/-5 until end of turn.
Descend 4 — That creature gets -10/-10 until end of turn instead if there are four or more permanent cards in your graveyard.",legal,legal
Join the Maestros,SNC,Streets of New Capenna,85,normal,common,1,68098,ff2665f7-6cf8-4f9b-810e-17e264753225,0.01,False,False,near_mint,en,USD,Sorcery,{4}{B},B,B,"Casualty 2 (As you cast this spell, you may sacrifice a creature with power 2 or greater. When you do, copy this spell.)
Create a 4/3 black Ogre Warrior creature token.",legal,legal
Jolted Awake,MH3,Modern Horizons 3,33,foil,common,1,94895,f773a79f-ad0f-45c9-bcf5-44ba5e992729,0.1,False,False,near_mint,en,USD,Sorcery,{W},W,W,"Choose up to one target artifact or creature card in your graveyard. You get {E}{E} (two energy counters). Then you may pay an amount of {E} equal to that card's mana value. If you do, return it from your graveyard to the battlefield.
Cycling {2} ({2}, Discard this card: Draw a card.)",legal,legal
Jolted Awake,MH3,Modern Horizons 3,392,foil,common,1,94889,d51015ef-184c-44bb-b3d2-c74a0549efac,0.09,False,False,near_mint,en,USD,Sorcery,{W},W,W,"Choose up to one target artifact or creature card in your graveyard. You get {E}{E} (two energy counters). Then you may pay an amount of {E} equal to that card's mana value. If you do, return it from your graveyard to the battlefield.
Cycling {2} ({2}, Discard this card: Draw a card.)",legal,legal
Jolted Awake,MH3,Modern Horizons 3,33,normal,common,5,94895,f773a79f-ad0f-45c9-bcf5-44ba5e992729,0.02,False,False,near_mint,en,USD,Sorcery,{W},W,W,"Choose up to one target artifact or creature card in your graveyard. You get {E}{E} (two energy counters). Then you may pay an amount of {E} equal to that card's mana value. If you do, return it from your graveyard to the battlefield.
Cycling {2} ({2}, Discard this card: Draw a card.)",legal,legal
Journey to Nowhere,OTP,Breaking News,3,foil,uncommon,2,93140,442bb671-8b23-4e3b-bf39-18152a68887e,0.16,False,False,near_mint,en,USD,Enchantment,{1}{W},W,W,"When this enchantment enters, exile target creature.
When this enchantment leaves the battlefield, return the exiled card to the battlefield under its owner's control.",legal,legal
Joven's Tools,HML,Homelands,108,normal,uncommon,1,39168,d2520b38-76c1-45a2-9cda-a305f70762bd,0.15,False,False,near_mint,en,USD,Artifact,{6},,,"{4}, {T}: Target creature can't be blocked this turn except by Walls.",legal,not_legal
Judge's Familiar,RVR,Ravnica Remastered,192,foil,common,2,89970,ed363208-cf66-4205-8512-b999b67227d3,0.2,False,False,near_mint,en,USD,Creature — Bird,{W/U},"U, W","U, W","Flying
Sacrifice this creature: Counter target instant or sorcery spell unless its controller pays {1}.",legal,legal
Jukai Trainee,NEO,Kamigawa: Neon Dynasty,326,normal,common,1,66853,164e663f-6a67-4a10-a737-33ea533a9316,0.08,False,False,near_mint,en,USD,Creature — Human Samurai,{1}{G},G,G,"Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.",legal,legal
Jump Scare,DSK,Duskmourn: House of Horror,17,normal,common,1,98993,a2dd8903-31ca-470d-b2ff-280f6d40c794,0.03,False,False,near_mint,en,USD,Instant,{W},W,W,"Until end of turn, target creature gets +2/+2, gains flying, and becomes a Horror enchantment creature in addition to its other types.",legal,legal
Junk Diver,MH3,Modern Horizons 3,293,normal,uncommon,5,94491,6b5d53cb-bf80-43b0-b839-b11a64ff4c1b,0.14,False,False,near_mint,en,USD,Artifact Creature — Bird,{3},,,"Flying
When this creature dies, return another target artifact card from your graveyard to your hand.",legal,not_legal
Junk Winder,MH2,Modern Horizons 2,48,normal,uncommon,1,59598,66b7833a-a6b6-4aca-b574-66a6aea471ea,0.14,False,False,near_mint,en,USD,Creature — Serpent,{5}{U}{U},U,U,"Affinity for tokens (This spell costs {1} less to cast for each token you control.)
Whenever a token you control enters, tap target nonland permanent an opponent controls. It doesn't untap during its controller's next untap step.",legal,not_legal
Kami's Flare,NEO,Kamigawa: Neon Dynasty,150,normal,common,1,66907,bef5d58e-b490-4682-9a44-12cd61a94c0f,0.02,False,False,near_mint,en,USD,Instant,{1}{R},R,R,"Kami's Flare deals 3 damage to target creature or planeswalker. Kami's Flare also deals 2 damage to that permanent's controller if you control a modified creature. (Equipment, Auras you control, and counters are modifications.)",legal,legal
Kami of Industry,NEO,Kamigawa: Neon Dynasty,149,normal,common,1,66809,d3d00e61-3007-43da-960b-823e9ead2acf,0.03,False,False,near_mint,en,USD,Creature — Spirit,{4}{R},R,R,"When this creature enters, return target artifact card with mana value 3 or less from your graveyard to the battlefield. It gains haste. Sacrifice it at the beginning of the next end step.",legal,legal
Kami of Jealous Thirst,MH3,Modern Horizons 3,98,foil,common,1,94563,a2958c96-97f8-4961-813c-938b83e20d07,0.09,False,False,near_mint,en,USD,Creature — Spirit,{2}{B},B,B,"Deathtouch
{4}{B}: Each opponent loses 2 life and you gain 2 life. This ability costs {4}{B} less to activate if you've drawn three or more cards this turn. Activate only once each turn.",legal,legal
"Kaya, Bane of the Dead",WAR,War of the Spark,231,normal,uncommon,1,44173,a9b575d3-f3f9-4ff4-8e5c-da7c2ec69882,0.09,False,False,near_mint,en,USD,Legendary Planeswalker — Kaya,{3}{W/B}{W/B}{W/B},"B, W","B, W","Your opponents and permanents your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof.
−3: Exile target creature.",legal,not_legal
Kami of Jealous Thirst,MH3,Modern Horizons 3,98,normal,common,5,94563,a2958c96-97f8-4961-813c-938b83e20d07,0.06,False,False,near_mint,en,USD,Creature — Spirit,{2}{B},B,B,"Deathtouch
{4}{B}: Each opponent loses 2 life and you gain 2 life. This ability costs {4}{B} less to activate if you've drawn three or more cards this turn. Activate only once each turn.",legal,legal
Nadier's Nightblade,MH3,Modern Horizons 3,275,normal,uncommon,1,94883,bc9926d7-91b7-4067-b590-a0430bf68d16,0.16,False,False,near_mint,en,USD,Creature — Elf Warrior,{2}{B},B,B,"Whenever a token you control leaves the battlefield, each opponent loses 1 life and you gain 1 life.",legal,legal
